Country,Power_Plant,Capacity_MW,Year_Commissioned,Operator,Type,Fuel,Location,Status,Construction_Start,Cost_Billion_USD,Safety_Rating
Liechtenstein,"Kennedy, Long and Kelley",173700,1976,"Morse, Dillon and Rangel",Fast Breeder Reactor,Thorium,"Dorisfort, Liechtenstein",Planned,2012,9.79,2
Armenia,Hernandez PLC,235500,2013,Lozano-Lin,Fast Breeder Reactor,Mixed Oxide Fuel,"Alexandriahaven, Armenia",Planned,2009,5.5,1
Uganda,James-Reyes,374600,2010,Pratt PLC,Boiling Water Reactor,Mixed Oxide Fuel,"Joelport, Uganda",Planned,2020,2.79,5
Latvia,"Rosario, Bennett and Flores",143600,1990,Rose Inc,Boiling Water Reactor,Uranium,"Lake Williebury, Latvia",Operational,1970,8.73,3
Central African Republic,"Thomas, Murphy and Thompson",383900,1977,"Bradley, Foster and Garcia",Pressurized Water Reactor,Thorium,"Russellburgh, Central African Republic",Under Construction,1971,1.31,3
United States Virgin Islands,Reed-Bennett,296800,2000,Hawkins-Morales,Boiling Water Reactor,Uranium,"West Christiantown, United States Virgin Islands",Decommissioned,2014,5.93,5
Burkina Faso,Rivera Inc,89100,2013,"Moreno, Lopez and Matthews",Fast Breeder Reactor,Thorium,"Callahanview, Burkina Faso",Under Construction,1976,7.53,4
Cyprus,"Grant, Gallegos and Brown",233900,1973,Warren-Leach,Fast Breeder Reactor,Thorium,"Mikebury, Cyprus",Planned,1982,8.56,3
Lao People's Democratic Republic,"Carney, Nguyen and Rios",471700,1995,May Inc,Fast Breeder Reactor,Thorium,"South Amanda, Lao People's Democratic Republic",Operational,2011,5.7,4
Bulgaria,Garcia-King,313200,1974,Fields-Mahoney,Boiling Water Reactor,Mixed Oxide Fuel,"Port Alanside, Bulgaria",Operational,1987,2.32,5
Benin,"Bishop, Holmes and Shelton",471600,2007,Kirby Group,Boiling Water Reactor,Thorium,"Caseytown, Benin",Planned,1975,5.87,1
Greece,Freeman-Prince,441200,1990,"Adams, Lambert and Faulkner",Fast Breeder Reactor,Thorium,"Victoriaburgh, Greece",Planned,1978,9.66,1
Somalia,"Ryan, Hill and Cunningham",262000,1990,"Richardson, Mosley and Hernandez",Pressurized Water Reactor,Mixed Oxide Fuel,"Petermouth, Somalia",Operational,1995,8.18,3
Belize,Vasquez and Sons,345600,1985,"Jones, Lewis and Sanchez",Fast Breeder Reactor,Uranium,"Kyleside, Belize",Under Construction,1976,6.58,5
Iraq,Bryan-Contreras,381400,2023,Gibbs-Franklin,Boiling Water Reactor,Mixed Oxide Fuel,"Laurenborough, Iraq",Under Construction,1970,8.69,5
Denmark,Mcdonald LLC,430300,2016,"Barnes, Jackson and Moses",Boiling Water Reactor,Uranium,"North Zacharyville, Denmark",Planned,2003,7.54,4
Panama,Gaines LLC,291200,2002,Gibbs-Torres,Boiling Water Reactor,Uranium,"Figueroatown, Panama",Decommissioned,1978,6.5,2
Hungary,Flores Ltd,240700,1987,"Smith, Harrell and Conway",Pressurized Water Reactor,Thorium,"Port Thomashaven, Hungary",Under Construction,1992,1.7,2
Macao,Ayers-Olson,307900,2019,Cabrera-Summers,Pressurized Water Reactor,Uranium,"South Cindymouth, Macao",Planned,1984,5.21,5
Equatorial Guinea,Smith-Trujillo,188800,2005,Barr Inc,Boiling Water Reactor,Mixed Oxide Fuel,"Port Dianeport, Equatorial Guinea",Decommissioned,2017,5.97,2
Bouvet Island (Bouvetoya),Bowen LLC,141500,2012,Juarez-Sexton,Fast Breeder Reactor,Uranium,"Jacksonburgh, Bouvet Island (Bouvetoya)",Under Construction,2012,4.8,2
Western Sahara,Gonzales and Sons,476800,2012,"Obrien, Cook and Valdez",Boiling Water Reactor,Uranium,"Kevinberg, Western Sahara",Decommissioned,1992,4.92,5
Qatar,"Morgan, Wagner and Pierce",237000,1986,"Dean, Nguyen and Dalton",Boiling Water Reactor,Thorium,"Kennethburgh, Qatar",Planned,2017,3.29,1
Korea,Lane-Smith,312800,2015,Jensen Ltd,Fast Breeder Reactor,Mixed Oxide Fuel,"Youngland, Korea",Decommissioned,2011,9.64,4
Bolivia,Sanchez-Stephens,382800,2008,Perez-Erickson,Boiling Water Reactor,Uranium,"North Matthewhaven, Bolivia",Planned,1998,5.38,5
New Zealand,Hall-Hernandez,113600,1980,"Martinez, Holloway and Parker",Pressurized Water Reactor,Mixed Oxide Fuel,"North Whitneyside, New Zealand",Operational,1972,7.09,1
Western Sahara,Elliott LLC,340500,2000,"Mcdowell, Reid and Hernandez",Boiling Water Reactor,Uranium,"Ryanchester, Western Sahara",Decommissioned,2013,9.59,3
San Marino,Perry-Wilson,123100,2012,Sweeney Ltd,Boiling Water Reactor,Uranium,"Kellyville, San Marino",Under Construction,2015,1.41,5
Macao,Smith-Peterson,458700,1982,"Smith, Hill and Patel",Fast Breeder Reactor,Thorium,"West Heidibury, Macao",Operational,1986,7.05,4
Jordan,"Hale, Jensen and Williams",361300,1995,"Johnson, Griffin and Savage",Pressurized Water Reactor,Mixed Oxide Fuel,"Lewisport, Jordan",Decommissioned,1970,7.56,2
Bolivia,Ford-Deleon,315800,2016,Ray Ltd,Boiling Water Reactor,Mixed Oxide Fuel,"North Brian, Bolivia",Decommissioned,1974,4.12,1
Vanuatu,Daniel-Owens,397400,2017,"Bell, West and Clark",Fast Breeder Reactor,Mixed Oxide Fuel,"West Kathrynview, Vanuatu",Planned,2019,3.03,2
Honduras,"Stein, Dudley and Foster",68700,1975,Hughes PLC,Boiling Water Reactor,Uranium,"Sierrafurt, Honduras",Operational,1970,6.03,5
United States Minor Outlying Islands,Wong-Schmidt,386900,1975,Johnston Ltd,Pressurized Water Reactor,Thorium,"Whitemouth, United States Minor Outlying Islands",Decommissioned,2019,3.04,3
Azerbaijan,"Klein, Dean and Davis",421300,2004,"Thompson, Jenkins and Meyers",Pressurized Water Reactor,Thorium,"Port Jenniferport, Azerbaijan",Operational,2009,7.94,1
Gambia,Michael-Perez,297800,1988,Ward Inc,Pressurized Water Reactor,Uranium,"Jennamouth, Gambia",Decommissioned,2016,7.32,4
Sri Lanka,Schaefer Inc,496600,2001,"Spencer, Schmitt and Parker",Fast Breeder Reactor,Mixed Oxide Fuel,"Randallmouth, Sri Lanka",Decommissioned,2016,7.65,1
Faroe Islands,George-Rodriguez,449500,1985,Roberson-Tran,Pressurized Water Reactor,Mixed Oxide Fuel,"Huberton, Faroe Islands",Planned,1989,9.2,1
Solomon Islands,Thompson Ltd,334400,2019,"Ross, Leonard and Adams",Fast Breeder Reactor,Thorium,"South Anthonyport, Solomon Islands",Under Construction,1997,4.77,4
Northern Mariana Islands,Garza-Martinez,134900,2001,Thompson and Sons,Boiling Water Reactor,Thorium,"New Zacharybury, Northern Mariana Islands",Under Construction,1998,5.93,5
Azerbaijan,Bryan PLC,311600,2023,Salazar LLC,Pressurized Water Reactor,Uranium,"Lake Sandraborough, Azerbaijan",Planned,1994,6.83,4
Equatorial Guinea,Mejia Ltd,104800,2011,Mosley-Thompson,Boiling Water Reactor,Thorium,"Port Michaelside, Equatorial Guinea",Operational,2013,5.11,1
Iceland,Gates Inc,400900,1974,Berg LLC,Boiling Water Reactor,Uranium,"West Kari, Iceland",Planned,2015,8.07,5
Christmas Island,King and Sons,164300,1993,"Brewer, Shepherd and Soto",Fast Breeder Reactor,Mixed Oxide Fuel,"Nicoleborough, Christmas Island",Operational,1993,9.82,2
Saint Helena,Lucas and Sons,213800,1981,Morris Inc,Pressurized Water Reactor,Mixed Oxide Fuel,"East Caleb, Saint Helena",Planned,2005,2.29,4
Netherlands Antilles,Davis Ltd,270400,2023,Torres LLC,Pressurized Water Reactor,Uranium,"Reginastad, Netherlands Antilles",Operational,2018,2.36,1
Isle of Man,Dickerson-Gonzales,136000,1978,"Johnson, Moody and James",Fast Breeder Reactor,Uranium,"Lake Justinmouth, Isle of Man",Decommissioned,1973,5.45,4
Sweden,Adams-Jackson,465800,2008,Shepherd-Waller,Fast Breeder Reactor,Mixed Oxide Fuel,"West Sherryshire, Sweden",Decommissioned,1996,7.7,5
Greece,Jones PLC,384500,2020,Taylor-Sims,Boiling Water Reactor,Uranium,"Lake Peterfurt, Greece",Under Construction,2006,8.95,5
Dominica,Chapman-Campbell,354700,2012,Silva-Burke,Pressurized Water Reactor,Thorium,"Ramirezfort, Dominica",Decommissioned,2007,9.41,3
Solomon Islands,"Warren, Farrell and Alexander",265700,2020,Perry-Gonzalez,Fast Breeder Reactor,Uranium,"Andrewberg, Solomon Islands",Planned,2003,6.59,3
Czech Republic,Moore-May,260800,1983,Roberts LLC,Pressurized Water Reactor,Uranium,"Lake Crystalmouth, Czech Republic",Planned,1997,6.41,5
Greenland,Brown-Johnson,214300,1970,Hansen-Horton,Pressurized Water Reactor,Uranium,"Lake Jennifer, Greenland",Planned,1988,9.34,2
Croatia,Thomas-Anderson,163800,1977,Wong-Mejia,Pressurized Water Reactor,Uranium,"North Jamesside, Croatia",Decommissioned,2012,7.54,2
Turkey,Yu and Sons,403100,1992,"Jennings, Watson and Walker",Fast Breeder Reactor,Mixed Oxide Fuel,"West Tylerville, Turkey",Planned,1974,8.09,5
Tokelau,Wright-Hudson,267100,1992,Stevens-Mills,Fast Breeder Reactor,Thorium,"New Elaineport, Tokelau",Operational,2020,3.49,3
Christmas Island,James Inc,496600,1975,Alexander-Torres,Boiling Water Reactor,Mixed Oxide Fuel,"Nicholasburgh, Christmas Island",Planned,1983,4.78,2
Cook Islands,Thompson-Duarte,147000,1981,"Adams, Richardson and Diaz",Fast Breeder Reactor,Thorium,"Melissafort, Cook Islands",Under Construction,1977,2.91,3
Mexico,"Adams, Gonzalez and Jenkins",367900,2008,Swanson-Moore,Pressurized Water Reactor,Uranium,"New Deborah, Mexico",Planned,1984,5.91,3
Ethiopia,"Mcdowell, Gonzales and Carroll",420000,1978,"Ryan, Powell and Reyes",Pressurized Water Reactor,Thorium,"Rodriguezberg, Ethiopia",Under Construction,2006,4.64,2
Costa Rica,"Turner, Lee and Tran",81100,1994,Armstrong-Church,Boiling Water Reactor,Thorium,"South Kyleton, Costa Rica",Decommissioned,2016,4.83,5
United States Minor Outlying Islands,Collins-Smith,205300,1983,Rowe-Washington,Pressurized Water Reactor,Uranium,"South Paul, United States Minor Outlying Islands",Operational,1978,2.25,1
Jordan,"Smith, Garcia and Johnson",128100,1973,"Durham, Webster and Arroyo",Fast Breeder Reactor,Uranium,"North Melissaland, Jordan",Planned,1970,4.47,1
Brunei Darussalam,Klein and Sons,90800,1977,"Mullins, Russell and Hernandez",Fast Breeder Reactor,Uranium,"Lake Michael, Brunei Darussalam",Decommissioned,2022,8.6,4
Haiti,"Douglas, Ibarra and Shaw",214600,1988,Morales and Sons,Fast Breeder Reactor,Thorium,"Lake Charleston, Haiti",Operational,2014,6.92,4
Falkland Islands (Malvinas),Roberson-Gallagher,432100,2012,"Gilbert, Miller and Roach",Fast Breeder Reactor,Uranium,"West Wesleyhaven, Falkland Islands (Malvinas)",Operational,1982,9.03,3
Puerto Rico,Peters and Sons,115100,1983,"Bowman, Tate and Wilkins",Boiling Water Reactor,Mixed Oxide Fuel,"Jacksontown, Puerto Rico",Decommissioned,1981,2.74,5
Central African Republic,"Reed, Johnson and Stevens",112700,2013,Guzman and Sons,Fast Breeder Reactor,Uranium,"Lindaside, Central African Republic",Planned,2005,5.56,4
Bahamas,"Le, Simon and Cruz",162700,2001,Harris Inc,Boiling Water Reactor,Uranium,"Pamelaland, Bahamas",Planned,1985,8.03,3
Afghanistan,"Olsen, Ford and Spencer",451800,1994,Hamilton PLC,Boiling Water Reactor,Mixed Oxide Fuel,"Lake Charles, Afghanistan",Operational,1996,2.06,5
Aruba,Evans PLC,464400,1973,Vargas-Mendez,Boiling Water Reactor,Uranium,"Bowenshire, Aruba",Operational,2011,3.13,4
Monaco,King-Shah,77800,1995,"Fuentes, Mack and Black",Pressurized Water Reactor,Uranium,"Austinport, Monaco",Planned,2015,1.51,5
Finland,Thomas-Scott,435600,1989,Shaffer-Ayers,Fast Breeder Reactor,Thorium,"Sandramouth, Finland",Operational,1990,4.83,1
Guinea,"Christian, Cortez and Moore",78400,1986,"Frazier, Jones and Obrien",Pressurized Water Reactor,Uranium,"North Daniel, Guinea",Operational,2015,6.09,2
Tuvalu,Norris LLC,479700,1979,Daniels-Bond,Pressurized Water Reactor,Thorium,"North Matthewburgh, Tuvalu",Decommissioned,1973,2.14,4
Germany,Young and Sons,435500,1991,"Duncan, Esparza and Cooper",Boiling Water Reactor,Thorium,"New Eric, Germany",Under Construction,2001,7.5,3
Brunei Darussalam,Hughes Group,73700,1989,Barron-Avila,Pressurized Water Reactor,Thorium,"Kaitlinmouth, Brunei Darussalam",Operational,1985,5.02,4
Kenya,Hull-Leach,232400,2023,Taylor Inc,Pressurized Water Reactor,Thorium,"New Petermouth, Kenya",Planned,2023,5.72,3
United Arab Emirates,Rodriguez PLC,297400,1990,"Scott, Smith and Cowan",Fast Breeder Reactor,Uranium,"Amberton, United Arab Emirates",Under Construction,1971,6.81,2
Papua New Guinea,Hamilton and Sons,496000,2020,"Gilmore, Davidson and Jackson",Boiling Water Reactor,Thorium,"North Michaelmouth, Papua New Guinea",Planned,1990,4.92,3
Zimbabwe,Wu Ltd,186600,1997,Bolton LLC,Pressurized Water Reactor,Uranium,"Lake Matthew, Zimbabwe",Planned,1971,9.33,2
Sri Lanka,Smith LLC,392300,1996,Mitchell Inc,Boiling Water Reactor,Thorium,"Hudsonport, Sri Lanka",Operational,2018,1.29,3
Saint Lucia,Cook-Brown,293400,2013,Ray LLC,Boiling Water Reactor,Uranium,"Port Barry, Saint Lucia",Operational,1991,5.62,5
Guernsey,Cowan-Ayala,158600,1989,Fox Inc,Fast Breeder Reactor,Thorium,"West Lauren, Guernsey",Operational,2007,2.14,5
Austria,"Jordan, Wilcox and Silva",63000,1987,Porter and Sons,Pressurized Water Reactor,Uranium,"Kathleenmouth, Austria",Planned,1989,3.31,2
Cameroon,Ward Group,401500,2019,Thompson-Espinoza,Boiling Water Reactor,Mixed Oxide Fuel,"Austintown, Cameroon",Decommissioned,2010,5.98,4
Solomon Islands,"Valenzuela, Porter and Duke",100000,1999,Richardson and Sons,Boiling Water Reactor,Mixed Oxide Fuel,"Williamton, Solomon Islands",Planned,1999,2.62,5
Svalbard & Jan Mayen Islands,"Price, Ramos and Brown",260000,1974,"Lee, Taylor and Martin",Fast Breeder Reactor,Mixed Oxide Fuel,"Johnsonburgh, Svalbard & Jan Mayen Islands",Operational,2018,3.3,3
Kyrgyz Republic,Baldwin-Jefferson,59300,1996,"Mckenzie, Bennett and Jacobson",Fast Breeder Reactor,Mixed Oxide Fuel,"South Emily, Kyrgyz Republic",Operational,1993,3.21,4
Tanzania,"Pham, Smith and Watts",162200,2010,Warren Ltd,Fast Breeder Reactor,Uranium,"South Janicechester, Tanzania",Operational,2021,9.1,2
Nepal,Wolf PLC,177700,2021,Dawson-Summers,Pressurized Water Reactor,Thorium,"New Edward, Nepal",Under Construction,2023,4.81,5
Cayman Islands,"Carter, Novak and Mccullough",492300,1987,Ruiz-Ramirez,Fast Breeder Reactor,Thorium,"Rojaschester, Cayman Islands",Operational,1980,4.32,3
Burkina Faso,Higgins PLC,230500,2005,Brown-Moran,Pressurized Water Reactor,Uranium,"Lake Angelicastad, Burkina Faso",Decommissioned,1970,9.51,5
Moldova,Nguyen Ltd,219600,1997,Bennett and Sons,Boiling Water Reactor,Mixed Oxide Fuel,"New Jenniferfort, Moldova",Operational,1981,9.7,5
Barbados,Velazquez LLC,416000,2023,Brown Group,Boiling Water Reactor,Mixed Oxide Fuel,"Marshallton, Barbados",Operational,2006,7.23,4
Jersey,Johnson PLC,201800,2008,Austin-Jones,Boiling Water Reactor,Mixed Oxide Fuel,"Bowenview, Jersey",Under Construction,2006,2.87,5
Timor-Leste,Barnes Group,291000,2014,Evans-Hernandez,Boiling Water Reactor,Uranium,"East Donnaport, Timor-Leste",Decommissioned,1981,2.86,5
Christmas Island,Hall-Williams,412600,2014,Carter and Sons,Pressurized Water Reactor,Uranium,"Lake Amanda, Christmas Island",Under Construction,2006,1.25,1
Bouvet Island (Bouvetoya),Torres-Johns,127900,2005,"Farley, Kim and Smith",Pressurized Water Reactor,Uranium,"Christopherchester, Bouvet Island (Bouvetoya)",Under Construction,2023,7.75,4
United States Virgin Islands,Gray-Lewis,190400,1989,"Jacobson, Price and Walker",Fast Breeder Reactor,Mixed Oxide Fuel,"Stonemouth, United States Virgin Islands",Under Construction,1986,8.15,3
Guernsey,"Fuller, White and Moore",237300,1993,"Campos, Gregory and Marsh",Pressurized Water Reactor,Thorium,"Jonathanberg, Guernsey",Planned,2014,5.18,1
Kenya,Johnson-Griffin,83500,1977,Christensen-Miller,Pressurized Water Reactor,Uranium,"Alexchester, Kenya",Operational,1982,3.76,5
North Macedonia,Watts-Velasquez,263900,1976,"Richardson, Evans and Ibarra",Fast Breeder Reactor,Uranium,"Sullivanland, North Macedonia",Decommissioned,2012,8.51,3
Niue,"Hall, Obrien and Jones",299400,1971,Hull-Brooks,Fast Breeder Reactor,Uranium,"South Jamie, Niue",Under Construction,1978,3.34,2
Colombia,"Martinez, Johnson and Franco",316200,2015,Edwards-Christensen,Fast Breeder Reactor,Thorium,"North Donna, Colombia",Operational,1994,7.58,2
Iraq,"Luna, White and Pennington",329400,2002,Kim LLC,Fast Breeder Reactor,Uranium,"Kennethbury, Iraq",Planned,1975,5.52,3
Mongolia,Thomas-Walker,50800,2016,Washington-Franco,Fast Breeder Reactor,Uranium,"Washingtonberg, Mongolia",Decommissioned,1980,1.38,3
Saint Helena,Sullivan-Lewis,85300,1971,Lopez and Sons,Fast Breeder Reactor,Uranium,"New Vanessaborough, Saint Helena",Decommissioned,1972,8.33,1
Uzbekistan,Cox Inc,131300,1994,Reyes-Ross,Pressurized Water Reactor,Uranium,"Port Douglasfurt, Uzbekistan",Decommissioned,1994,1.14,5
Bulgaria,Gibson-Brown,121100,2022,Smith-Figueroa,Fast Breeder Reactor,Mixed Oxide Fuel,"Michaelshire, Bulgaria",Under Construction,1982,5.89,2
Kenya,"King, Reed and Lopez",368300,1999,Edwards-Moore,Pressurized Water Reactor,Thorium,"New Taylorfurt, Kenya",Decommissioned,2022,3.4,3
Syrian Arab Republic,"Lindsey, Kennedy and White",378300,1998,Harris and Sons,Fast Breeder Reactor,Uranium,"West Ashley, Syrian Arab Republic",Under Construction,1997,2.42,1
Nicaragua,Friedman-Pittman,452800,2022,"Griffith, Harding and Jimenez",Boiling Water Reactor,Thorium,"North Aaron, Nicaragua",Decommissioned,1993,7.94,5
Taiwan,Morgan-Taylor,148500,2013,"Griffin, Meyers and Peterson",Pressurized Water Reactor,Mixed Oxide Fuel,"Lake David, Taiwan",Decommissioned,2020,9.53,3
Vanuatu,Greene Inc,182900,2005,"Lewis, Castro and Miller",Boiling Water Reactor,Thorium,"South Melissafurt, Vanuatu",Operational,2020,3.03,2
Sudan,"Martin, Collins and Graves",378900,1982,"Gonzalez, George and Mayo",Pressurized Water Reactor,Mixed Oxide Fuel,"West Kimberlyside, Sudan",Under Construction,1994,6.21,1
Bhutan,"Ellis, Kent and Carroll",439300,2001,Smith-Mayer,Pressurized Water Reactor,Uranium,"South Davidhaven, Bhutan",Operational,2012,7.77,4
Papua New Guinea,"Clark, Jennings and Humphrey",429300,1992,"Tucker, Smith and Huang",Fast Breeder Reactor,Uranium,"North Sandraburgh, Papua New Guinea",Decommissioned,1972,9.36,4
Suriname,"Colon, Shaffer and Wilson",105600,1970,Ruiz-Cochran,Pressurized Water Reactor,Uranium,"Allenfurt, Suriname",Operational,1977,9.74,1
Vietnam,Martin-Torres,275400,1971,"Freeman, Rodriguez and Ortega",Fast Breeder Reactor,Thorium,"West Anthony, Vietnam",Under Construction,1991,6.8,3
Serbia,Jones Group,97200,1997,"Lopez, Charles and Norris",Pressurized Water Reactor,Mixed Oxide Fuel,"North Abigail, Serbia",Operational,2010,5.12,2
Qatar,"Cantrell, Hall and Sanders",127900,2015,Davis PLC,Boiling Water Reactor,Mixed Oxide Fuel,"Kathleentown, Qatar",Operational,1970,4.03,2
Luxembourg,"Zimmerman, Andrews and Wagner",221400,2021,Jones-Cross,Boiling Water Reactor,Uranium,"Craigtown, Luxembourg",Operational,2023,9.93,1
Guinea-Bissau,Barton LLC,98800,2013,"Stanley, Schmidt and Mason",Boiling Water Reactor,Mixed Oxide Fuel,"Brooksville, Guinea-Bissau",Decommissioned,1984,5.92,2
New Zealand,Hart Ltd,218600,1975,Arnold Ltd,Boiling Water Reactor,Thorium,"Billyfurt, New Zealand",Operational,2010,1.41,5
Seychelles,Allen-Olsen,351400,1991,Hayes PLC,Fast Breeder Reactor,Uranium,"Lake Christian, Seychelles",Under Construction,2000,9.41,3
Germany,"Wilson, Allen and Butler",281700,1988,"White, Gordon and Richardson",Boiling Water Reactor,Mixed Oxide Fuel,"West Robertborough, Germany",Operational,2000,8.11,5
Iraq,Dunlap-Moore,59100,1985,"Edwards, Munoz and Newman",Pressurized Water Reactor,Uranium,"New Matthewhaven, Iraq",Planned,2015,2.29,3
Cayman Islands,"Richardson, Harvey and Johnson",180400,1992,Parker Group,Pressurized Water Reactor,Mixed Oxide Fuel,"East Scott, Cayman Islands",Decommissioned,2010,5.64,1
Benin,"Weiss, Casey and Clayton",83300,1992,Miller-Casey,Boiling Water Reactor,Uranium,"Johnsonland, Benin",Under Construction,1983,1.67,5
Nigeria,Harrison Inc,159600,2002,"Bailey, Barnett and Alvarado",Boiling Water Reactor,Thorium,"South Michelle, Nigeria",Planned,2015,9.68,5
Cocos (Keeling) Islands,Smith Ltd,417900,2001,Harper-Ali,Boiling Water Reactor,Uranium,"Port Peterchester, Cocos (Keeling) Islands",Decommissioned,2000,1.89,3
Zambia,"Allison, Fields and Reese",457900,1983,"Morgan, Jones and Durham",Boiling Water Reactor,Mixed Oxide Fuel,"Ericstad, Zambia",Decommissioned,1976,8.1,1
Portugal,"Dunn, Moody and Williams",456800,1992,"Barnes, Lee and Holland",Boiling Water Reactor,Thorium,"Leonardland, Portugal",Planned,2016,3.17,5
Turkmenistan,"Miller, Wood and Booth",445700,2010,Jones-Gonzales,Pressurized Water Reactor,Thorium,"Port Philipchester, Turkmenistan",Planned,2010,9.17,2
Congo,Campbell-Golden,373200,2000,"Morris, Martinez and Hernandez",Boiling Water Reactor,Thorium,"Dwayneburgh, Congo",Planned,2020,7.89,3
Cook Islands,Walsh-Crawford,218800,1980,Hughes LLC,Pressurized Water Reactor,Thorium,"Keithburgh, Cook Islands",Planned,2004,5.04,2
Mauritius,Lin PLC,108600,2005,"Wilcox, Martinez and Fowler",Boiling Water Reactor,Thorium,"Marcchester, Mauritius",Operational,1971,1.81,5
Korea,Garrett-Gross,356100,1982,Miller LLC,Fast Breeder Reactor,Uranium,"Bergtown, Korea",Under Construction,2011,5.51,4
Tonga,"Lopez, Olsen and Barajas",397700,2008,Francis-Williams,Boiling Water Reactor,Mixed Oxide Fuel,"North Willie, Tonga",Decommissioned,2016,8.26,5
Switzerland,"Rice, Carroll and Peters",478300,1986,Bowen Group,Fast Breeder Reactor,Thorium,"Contrerasside, Switzerland",Planned,2015,2.79,4
Western Sahara,Green Group,174300,1982,Edwards-Crawford,Fast Breeder Reactor,Uranium,"South Kennethville, Western Sahara",Decommissioned,2011,4.78,3
Sweden,"Escobar, Copeland and Mckinney",62000,2007,Barnes-Nelson,Fast Breeder Reactor,Uranium,"Andersenmouth, Sweden",Operational,2001,9.59,5
Cape Verde,Hernandez-Phelps,161100,2013,Sherman-Andrews,Pressurized Water Reactor,Thorium,"Taylorburgh, Cape Verde",Under Construction,2009,9.21,3
Kenya,Carroll and Sons,447700,1994,Mathews-Brown,Pressurized Water Reactor,Mixed Oxide Fuel,"Gibsonberg, Kenya",Under Construction,2004,8.09,2
Kuwait,Thompson PLC,208800,2000,Williams-Collins,Boiling Water Reactor,Mixed Oxide Fuel,"Bradleytown, Kuwait",Decommissioned,1981,6.35,1
Sweden,Valentine-Mack,197600,2003,Wise-Patton,Pressurized Water Reactor,Thorium,"Kevinfort, Sweden",Planned,2011,2.95,3
Bangladesh,Miller Ltd,426400,2003,Jackson Ltd,Pressurized Water Reactor,Uranium,"Port Williamton, Bangladesh",Under Construction,1989,1.56,1
Moldova,"Gonzalez, Anderson and Camacho",151300,1978,Neal Group,Boiling Water Reactor,Mixed Oxide Fuel,"Malonehaven, Moldova",Planned,1981,7.67,2
Gibraltar,Torres Inc,489100,2000,"Carter, Willis and Lopez",Fast Breeder Reactor,Thorium,"Martinside, Gibraltar",Under Construction,2006,2.06,3
Kazakhstan,"Hall, Mcpherson and Fowler",478500,1995,Nichols-Henderson,Fast Breeder Reactor,Thorium,"Lake Kevinborough, Kazakhstan",Planned,1978,5.12,5
Mayotte,"Proctor, Kim and Moore",79800,1984,Mathews and Sons,Fast Breeder Reactor,Mixed Oxide Fuel,"Joneschester, Mayotte",Decommissioned,2011,2.93,1
Monaco,Choi and Sons,364700,1995,Boone Group,Fast Breeder Reactor,Uranium,"South Henry, Monaco",Under Construction,2004,4.46,2
Guatemala,"King, Potter and Yoder",114000,1998,Oliver-Mccarthy,Boiling Water Reactor,Mixed Oxide Fuel,"Simmonsmouth, Guatemala",Decommissioned,2013,3.97,3
Finland,"Morales, Ortiz and Brooks",430600,1992,Cochran-Rivera,Fast Breeder Reactor,Thorium,"Lake Laura, Finland",Planned,1970,7.08,4
Maldives,Hall Ltd,238100,1995,Johnson-Turner,Fast Breeder Reactor,Thorium,"Mcdowellside, Maldives",Under Construction,2008,5.94,3
Ukraine,Harrison LLC,324400,1986,Daugherty-Clark,Boiling Water Reactor,Mixed Oxide Fuel,"Rogerstown, Ukraine",Operational,1972,4.36,2
Myanmar,Gomez-Turner,148100,1999,Day-Logan,Pressurized Water Reactor,Mixed Oxide Fuel,"Jennifermouth, Myanmar",Operational,2001,6.95,2
Holy See (Vatican City State),Thompson Ltd,174300,1976,"Gomez, Rodriguez and Good",Boiling Water Reactor,Uranium,"Beckchester, Holy See (Vatican City State)",Operational,1988,7.79,2
Israel,Petersen LLC,382800,2009,Trevino LLC,Boiling Water Reactor,Thorium,"Ramosmouth, Israel",Under Construction,1989,2.56,4
Palau,Webb-Stanton,264800,1973,"Cole, Browning and Thomas",Boiling Water Reactor,Thorium,"New Derek, Palau",Decommissioned,1984,8.24,1
Liberia,Foster Inc,145500,1992,Hunter-Bowen,Boiling Water Reactor,Uranium,"Lunaview, Liberia",Under Construction,2020,5.58,1
Guinea,"Carpenter, Fisher and Burke",421100,2016,Johnson-Gonzales,Fast Breeder Reactor,Thorium,"Sarahchester, Guinea",Planned,2017,6.69,3
Tanzania,"Pierce, Hill and Todd",226200,1979,Allen-Johnson,Fast Breeder Reactor,Mixed Oxide Fuel,"North Leslieport, Tanzania",Planned,1994,9.56,1
Mozambique,"Smith, Haley and Hall",460000,2004,"Smith, Escobar and Jimenez",Pressurized Water Reactor,Uranium,"Lake Gwendolyn, Mozambique",Under Construction,1987,10.0,4
Sudan,"Adams, Schneider and Torres",487600,1978,"Andrews, Barrett and Johnson",Boiling Water Reactor,Thorium,"Petersonburgh, Sudan",Under Construction,1993,2.54,5
Tunisia,"Hernandez, Schmidt and Rodriguez",172700,2001,Kennedy-Ellis,Pressurized Water Reactor,Thorium,"New Leah, Tunisia",Operational,1971,8.11,4
Guatemala,Johns-Patterson,156400,1986,Morrow-Reyes,Fast Breeder Reactor,Mixed Oxide Fuel,"Leahport, Guatemala",Planned,1998,6.88,1
Aruba,"Gomez, Foster and Thomas",66000,1983,"Martin, Le and Martinez",Fast Breeder Reactor,Thorium,"Shelbyton, Aruba",Planned,1972,3.22,2
